Fecha,Ciudad,Casos_Confirmados,Fallecidos,Recuperados
2022-05-29,Cali,21,0,19
2022-05-30,Cali,18,0,16
2022-05-31,Cali,24,0,20
2022-06-01,Cali,39,0,33
2022-06-02,Cali,22,0,19
2022-06-03,Cali,21,0,18
2022-06-04,Cali,19,0,16
2022-06-05,Cali,27,0,24
2022-06-06,Cali,23,0,19
2022-06-07,Cali,26,0,23
2022-06-08,Cali,38,0,35
2022-06-09,Cali,37,0,35
2022-06-10,Cali,21,0,20
2022-06-11,Cali,23,0,21
2022-06-12,Cali,37,1,29
2022-06-13,Cali,24,0,22
2022-06-14,Cali,32,0,27
2022-06-15,Cali,29,0,25
2022-06-16,Cali,31,0,27
2022-06-17,Cali,27,0,24
2022-06-18,Cali,21,0,18
