Fecha,Ciudad,Casos_Confirmados,Fallecidos,Recuperados
2021-10-27,Bogotá D.C.,192,3,169
2021-10-28,Bogotá D.C.,249,5,217
2021-10-29,Bogotá D.C.,268,6,245
2021-10-30,Bogotá D.C.,187,4,161
2021-10-31,Bogotá D.C.,265,3,237
2021-11-01,Bogotá D.C.,106,2,94
2021-11-02,Bogotá D.C.,317,4,326
2021-11-03,Bogotá D.C.,185,2,167
2021-11-04,Bogotá D.C.,327,3,287
2021-11-05,Bogotá D.C.,317,2,283
2021-11-06,Bogotá D.C.,237,5,211
2021-11-07,Bogotá D.C.,207,4,185
2021-11-08,Bogotá D.C.,303,4,291
2021-11-09,Bogotá D.C.,167,3,141
2021-11-10,Bogotá D.C.,237,5,221
2021-11-11,Bogotá D.C.,220,3,206
2021-11-12,Bogotá D.C.,286,5,268
2021-11-13,Bogotá D.C.,120,2,100
2021-11-14,Bogotá D.C.,202,5,213
2021-11-15,Bogotá D.C.,227,2,191
2021-11-16,Bogotá D.C.,258,6,249
2021-11-17,Bogotá D.C.,195,3,178
2021-11-18,Bogotá D.C.,193,7,165
2021-11-19,Bogotá D.C.,239,4,217
2021-11-20,Bogotá D.C.,264,5,228
2021-11-21,Bogotá D.C.,143,3,123
2021-11-22,Bogotá D.C.,195,4,172
2021-11-23,Bogotá D.C.,243,4,201
2021-11-24,Bogotá D.C.,232,5,215
2021-11-25,Bogotá D.C.,265,3,255
2021-11-26,Bogotá D.C.,194,5,177
2021-11-27,Bogotá D.C.,177,4,172
2021-11-28,Bogotá D.C.,222,4,197
2021-11-29,Bogotá D.C.,152,1,127
2021-11-30,Bogotá D.C.,176,3,173
2021-12-01,Bogotá D.C.,227,5,199
2021-12-02,Bogotá D.C.,162,3,134
2021-12-03,Bogotá D.C.,197,3,185
2021-12-04,Bogotá D.C.,158,2,141
2021-12-05,Bogotá D.C.,140,4,124
2021-12-06,Bogotá D.C.,191,4,172
2021-12-07,Bogotá D.C.,130,3,114
2021-12-08,Bogotá D.C.,200,4,175
2021-12-09,Bogotá D.C.,146,2,131
2021-12-10,Bogotá D.C.,155,2,129
2021-12-11,Bogotá D.C.,169,3,156
2021-12-12,Bogotá D.C.,146,1,128
2021-12-13,Bogotá D.C.,157,1,143
2021-12-14,Bogotá D.C.,92,2,83
2021-12-15,Bogotá D.C.,87,1,77
2021-12-16,Bogotá D.C.,110,1,91
2021-12-17,Bogotá D.C.,145,2,139
2021-12-18,Bogotá D.C.,147,2,130
2021-12-19,Bogotá D.C.,177,3,152
2021-12-20,Bogotá D.C.,94,2,86
2021-12-21,Bogotá D.C.,107,1,106
2021-12-22,Bogotá D.C.,155,2,147
2021-12-23,Bogotá D.C.,94,0,88
2021-12-24,Bogotá D.C.,127,2,110
2021-12-25,Bogotá D.C.,136,2,129
2021-12-26,Bogotá D.C.,90,1,74
2021-12-27,Bogotá D.C.,123,2,118
2021-12-28,Bogotá D.C.,95,1,93
2021-12-29,Bogotá D.C.,127,3,116
2021-12-30,Bogotá D.C.,94,1,82
2021-12-31,Bogotá D.C.,76,1,71
2022-01-01,Bogotá D.C.,117,3,113
2022-01-02,Bogotá D.C.,119,3,105
2022-01-03,Bogotá D.C.,102,1,96
2022-01-04,Bogotá D.C.,93,2,91
2022-01-05,Bogotá D.C.,76,1,70
2022-01-06,Bogotá D.C.,102,2,86
2022-01-07,Bogotá D.C.,83,2,71
2022-01-08,Bogotá D.C.,74,1,61
2022-01-09,Bogotá D.C.,72,1,64
2022-01-10,Bogotá D.C.,138,3,114
2022-01-11,Bogotá D.C.,72,1,68
2022-01-12,Bogotá D.C.,72,1,66
2022-01-13,Bogotá D.C.,61,1,58
2022-01-14,Bogotá D.C.,81,2,75
2022-01-15,Bogotá D.C.,88,1,83
2022-01-16,Bogotá D.C.,46,1,40
2022-01-17,Bogotá D.C.,79,2,67
2022-01-18,Bogotá D.C.,91,1,79
2022-01-19,Bogotá D.C.,84,2,80
2022-01-20,Bogotá D.C.,59,1,57
2022-01-21,Bogotá D.C.,75,1,62
2022-01-22,Bogotá D.C.,57,1,49
2022-01-23,Bogotá D.C.,64,0,54
2022-01-24,Bogotá D.C.,52,1,50
2022-01-25,Bogotá D.C.,55,0,45
2022-01-26,Bogotá D.C.,51,0,46
2022-01-27,Bogotá D.C.,54,0,46
2022-01-28,Bogotá D.C.,72,1,75
2022-01-29,Bogotá D.C.,53,0,44
2022-01-30,Bogotá D.C.,62,1,58
2022-01-31,Bogotá D.C.,40,1,33
2022-02-01,Bogotá D.C.,41,0,37
2022-02-02,Bogotá D.C.,67,1,58
2022-02-03,Bogotá D.C.,37,0,32
2022-02-04,Bogotá D.C.,36,0,30
2022-02-05,Bogotá D.C.,52,1,45
2022-02-06,Bogotá D.C.,37,0,34
2022-02-07,Bogotá D.C.,44,0,41
2022-02-08,Bogotá D.C.,38,0,33
2022-02-09,Bogotá D.C.,50,0,46
2022-02-10,Bogotá D.C.,49,1,45
2022-02-11,Bogotá D.C.,50,0,45
2022-02-12,Bogotá D.C.,31,0,30
2022-02-13,Bogotá D.C.,44,0,41
2022-02-14,Bogotá D.C.,40,0,35
2022-02-15,Bogotá D.C.,27,0,23
2022-02-16,Bogotá D.C.,55,0,48
2022-02-17,Bogotá D.C.,21,0,19
2022-02-18,Bogotá D.C.,37,0,32
2022-02-19,Bogotá D.C.,37,0,33
2022-02-20,Bogotá D.C.,22,0,18
2022-02-21,Bogotá D.C.,31,0,25
2022-02-22,Bogotá D.C.,30,0,25
2022-02-23,Bogotá D.C.,30,0,25
2022-02-24,Bogotá D.C.,29,0,25
2022-02-25,Bogotá D.C.,29,0,28
2022-02-26,Bogotá D.C.,23,0,19
2022-02-27,Bogotá D.C.,25,0,23
2022-02-28,Bogotá D.C.,22,0,19
2022-03-01,Bogotá D.C.,14,0,13
2022-03-02,Bogotá D.C.,32,0,27
2022-03-03,Bogotá D.C.,28,0,24
2022-03-04,Bogotá D.C.,25,0,22
2022-03-05,Bogotá D.C.,21,0,19
2022-03-06,Bogotá D.C.,21,0,21
2022-03-07,Bogotá D.C.,25,0,23
2022-03-08,Bogotá D.C.,29,0,23
2022-03-09,Bogotá D.C.,21,0,16
2022-03-10,Bogotá D.C.,18,0,15
2022-03-11,Bogotá D.C.,19,0,16
2022-03-12,Bogotá D.C.,23,0,18
2022-03-13,Bogotá D.C.,23,0,21
2022-03-14,Bogotá D.C.,28,0,24
2022-03-15,Bogotá D.C.,14,0,12
2022-03-16,Bogotá D.C.,24,0,21
2022-03-17,Bogotá D.C.,16,0,12
2022-03-18,Bogotá D.C.,21,0,19
2022-03-19,Bogotá D.C.,18,0,16
2022-03-20,Bogotá D.C.,23,0,20
2022-03-21,Bogotá D.C.,23,0,21
2022-03-22,Bogotá D.C.,19,0,17
2022-03-23,Bogotá D.C.,27,0,24
2022-03-24,Bogotá D.C.,20,0,17
2022-03-25,Bogotá D.C.,18,0,16
2022-03-26,Bogotá D.C.,27,0,23
2022-03-27,Bogotá D.C.,27,0,22
2022-03-28,Bogotá D.C.,12,0,10
2022-03-29,Bogotá D.C.,19,0,17
2022-03-30,Bogotá D.C.,19,0,16
2022-03-31,Bogotá D.C.,22,0,18
2022-04-01,Bogotá D.C.,26,0,24
2022-04-02,Bogotá D.C.,30,0,28
2022-04-03,Bogotá D.C.,23,0,19
2022-04-04,Bogotá D.C.,27,0,22
2022-04-05,Bogotá D.C.,21,0,18
2022-04-06,Bogotá D.C.,18,0,16
2022-04-07,Bogotá D.C.,25,0,22
2022-04-08,Bogotá D.C.,26,0,24
2022-04-09,Bogotá D.C.,29,0,27
2022-04-10,Bogotá D.C.,23,0,20
2022-04-11,Bogotá D.C.,21,0,18
2022-04-12,Bogotá D.C.,25,0,22
2022-04-13,Bogotá D.C.,14,0,13
2022-04-14,Bogotá D.C.,29,0,26
2022-04-15,Bogotá D.C.,31,0,26
2022-04-16,Bogotá D.C.,33,0,29
2022-04-17,Bogotá D.C.,33,0,28
2022-04-18,Bogotá D.C.,32,0,28
2022-04-19,Bogotá D.C.,34,0,29
2022-04-20,Bogotá D.C.,33,0,29
2022-04-21,Bogotá D.C.,39,0,33
2022-04-22,Bogotá D.C.,46,1,39
2022-04-23,Bogotá D.C.,58,1,52
2022-04-24,Bogotá D.C.,23,0,20
2022-04-25,Bogotá D.C.,24,0,23
2022-04-26,Bogotá D.C.,47,1,42
2022-04-27,Bogotá D.C.,60,1,50
2022-04-28,Bogotá D.C.,37,0,33
2022-04-29,Bogotá D.C.,79,1,66
2022-04-30,Bogotá D.C.,67,1,58
2022-05-01,Bogotá D.C.,25,0,21
2022-05-02,Bogotá D.C.,50,1,45
2022-05-03,Bogotá D.C.,50,1,51
2022-05-04,Bogotá D.C.,41,0,36
2022-05-05,Bogotá D.C.,66,1,52
2022-05-06,Bogotá D.C.,53,0,47
2022-05-07,Bogotá D.C.,33,0,28
2022-05-08,Bogotá D.C.,45,1,41
2022-05-09,Bogotá D.C.,44,0,36
2022-05-10,Bogotá D.C.,63,1,53
2022-05-11,Bogotá D.C.,70,1,64
2022-05-12,Bogotá D.C.,67,1,55
2022-05-13,Bogotá D.C.,51,0,53
2022-05-14,Bogotá D.C.,75,1,65
2022-05-15,Bogotá D.C.,37,0,33
2022-05-16,Bogotá D.C.,74,1,67
2022-05-17,Bogotá D.C.,76,0,73
2022-05-18,Bogotá D.C.,57,1,46
2022-05-19,Bogotá D.C.,77,1,74
2022-05-20,Bogotá D.C.,58,0,57
2022-05-21,Bogotá D.C.,33,0,31
2022-05-22,Bogotá D.C.,42,0,43
2022-05-23,Bogotá D.C.,60,0,45
2022-05-24,Bogotá D.C.,57,1,50
2022-05-25,Bogotá D.C.,56,1,47
2022-05-26,Bogotá D.C.,95,2,86
2022-05-27,Bogotá D.C.,86,1,78
2022-05-28,Bogotá D.C.,80,1,70
2022-05-29,Bogotá D.C.,139,1,138
2022-05-30,Bogotá D.C.,106,3,94
2022-05-31,Bogotá D.C.,96,1,84
2022-06-01,Bogotá D.C.,92,1,88
2022-06-02,Bogotá D.C.,55,0,50
2022-06-03,Bogotá D.C.,88,2,74
2022-06-04,Bogotá D.C.,116,1,116
2022-06-05,Bogotá D.C.,43,1,36
2022-06-06,Bogotá D.C.,122,3,112
2022-06-07,Bogotá D.C.,55,0,46
2022-06-08,Bogotá D.C.,106,1,101
2022-06-09,Bogotá D.C.,108,1,96
2022-06-10,Bogotá D.C.,136,2,117
2022-06-11,Bogotá D.C.,98,1,90
2022-06-12,Bogotá D.C.,121,2,119
2022-06-13,Bogotá D.C.,147,2,140
2022-06-14,Bogotá D.C.,122,2,100
2022-06-15,Bogotá D.C.,76,2,67
2022-06-16,Bogotá D.C.,90,2,82
2022-06-17,Bogotá D.C.,112,2,93
2022-06-18,Bogotá D.C.,128,2,113
